,name,link,company,salary_min,salary_max,currency,source
0,"C# разработчик (начинающий, junior)",https://korolev.hh.ru/vacancy/37022145?query=python, Mindbox,100000,140000,руб.,hh.ru
1,Data Scientist,https://korolev.hh.ru/vacancy/36719374?query=python, SoftSwiss,NaN,NaN,NaN,hh.ru
2,Rust Developer,https://korolev.hh.ru/vacancy/36357908?query=python, TR Logic LLC,2000,NaN,EUR,hh.ru
3,Старший специалист по тестированию ПО,https://korolev.hh.ru/vacancy/37036702?query=python, CBS Interactive,NaN,150000,руб.,hh.ru
4,Game Logic Developer (World of Tanks),https://korolev.hh.ru/vacancy/37029805?query=python," Wargaming, Minsk (Game Stream)",NaN,NaN,NaN,hh.ru
5,Учитель информатики (программирование),https://korolev.hh.ru/vacancy/37058960?query=python,ТОО PMC Intellect,NaN,200000,KZT,hh.ru
6,Программист-разработчик python (midle),https://korolev.hh.ru/vacancy/36955642?query=python, CATAPULTO.RU,NaN,180000,руб.,hh.ru
7,Сетевой инженер (IP транспорт),https://korolev.hh.ru/vacancy/35345913?query=python, МТС. Техника,NaN,NaN,NaN,hh.ru
8,Системный инженер,https://korolev.hh.ru/vacancy/37023850?query=python, Снежная Королева,NaN,120000,руб.,hh.ru
9,Machine Learning Engineer,https://korolev.hh.ru/vacancy/36718889?query=python, APALON,NaN,NaN,NaN,hh.ru
10,Back End Developer,https://korolev.hh.ru/vacancy/36950345?query=python, Company Formation Hong Kong,2000,4000,USD,hh.ru
11,Менеджер по управлению рисками,https://korolev.hh.ru/vacancy/35341930?query=python,ООО universal sugurta,NaN,NaN,NaN,hh.ru
12,Системный администратор,https://korolev.hh.ru/vacancy/37061492?query=python,ООО Арго Медиа,,,,hh.ru
13,Инженер мониторинга,https://korolev.hh.ru/vacancy/36941775?query=python, Авито,NaN,NaN,NaN,hh.ru
14,Server Developer (World of Tanks Blitz),https://korolev.hh.ru/vacancy/37029892?query=python," Wargaming, Minsk (Game Stream)",NaN,NaN,NaN,hh.ru
15,Salesforce Developer Middle/Senior,https://korolev.hh.ru/vacancy/37034674?query=python,ООО Джет Би Ай,NaN,NaN,NaN,hh.ru
16,Главный эксперт Oracle Hyperion (Санкт-Петербург),https://korolev.hh.ru/vacancy/37025988?query=python,АО Газстройпром,NaN,NaN,NaN,hh.ru
17,Data Engineer,https://korolev.hh.ru/vacancy/36875279?query=python,ООО СолбегСофт,NaN,NaN,NaN,hh.ru
18,Программист PHP,https://korolev.hh.ru/vacancy/36975765?query=python,ООО Арго Медиа,,,,hh.ru
19,Data Officer,https://korolev.hh.ru/vacancy/36880411?query=python,ОАО Банк БелВЭБ,NaN,NaN,NaN,hh.ru
20,Data Engineer / Information Retrieval team,https://korolev.hh.ru/vacancy/36998424?query=python,ООО IHS Global,NaN,NaN,NaN,hh.ru
21,Technical Director of SaaS product,https://korolev.hh.ru/vacancy/37011667?query=python, Bell Integrator,NaN,NaN,NaN,hh.ru
22,Information Security Engineer,https://korolev.hh.ru/vacancy/36625602?query=python," Wargaming, Minsk (Game Stream)",NaN,NaN,NaN,hh.ru
23,Инженер адаптивных алгоритмов робототехнических систем,https://korolev.hh.ru/vacancy/36958610?query=python,ООО Артель Удачная,100000,NaN,руб.,hh.ru
24,QA Automation Engineer,https://korolev.hh.ru/vacancy/36689982?query=python,УП Руна Системс,NaN,NaN,NaN,hh.ru
25,"Pre-Sales Engineer (Nexmo, the Vonage API Platform)",https://korolev.hh.ru/vacancy/36982786?query=python,ИП Земляной Павел Вячеславович,180000,NaN,руб.,hh.ru
26,Senior System Administrator,https://korolev.hh.ru/vacancy/36947311?query=python,УП Руна Системс,NaN,NaN,NaN,hh.ru
27,Программист Python,https://korolev.hh.ru/vacancy/36680277?query=python,ООО Доверенная среда,160000,200000,руб.,hh.ru
28,Разработчик Python / Django,https://korolev.hh.ru/vacancy/36876631?query=python,ООО Смартекс,150000,200000,руб.,hh.ru
29,Senior Data Scientist,https://korolev.hh.ru/vacancy/36769687?query=python, Gradient,300000,NaN,руб.,hh.ru
30,Python разработчик,https://korolev.hh.ru/vacancy/37005696?query=python,ООО Константа,170000,220000,руб.,hh.ru
31,Программист Python,https://korolev.hh.ru/vacancy/36956256?query=python,ООО Телепорт,100000,130000,руб.,hh.ru
32,Junior Python Developer,https://korolev.hh.ru/vacancy/36780697?query=python, First_Line,,,,hh.ru
33,"Lead Python Developer (Tallinn, Estonia)",https://korolev.hh.ru/vacancy/36865337?query=python, Reinvent Baltics,3500,7000,EUR,hh.ru
34,Python Data Scientist,https://korolev.hh.ru/vacancy/36916080?query=python, Web Interactive World,150000,NaN,руб.,hh.ru
35,Программист C++/Python,https://korolev.hh.ru/vacancy/35909189?query=python,АО Интегрис,110000,NaN,руб.,hh.ru
36,"Разработчик, Python 3 + PyQt",https://korolev.hh.ru/vacancy/36891930?query=python, Spherical Origins GmbH & Co. KG,1500,3000,EUR,hh.ru
37,Senior Python developer,https://korolev.hh.ru/vacancy/30005963?query=python, NetworkOptix,4000,NaN,USD,hh.ru
38,Backend python/Django разработчик,https://korolev.hh.ru/vacancy/37005320?query=python,ООО БОЛЬШАЯ ТРОЙКА,120000,200000,руб.,hh.ru
39,Python developer,https://korolev.hh.ru/vacancy/36267290?query=python, B2Broker Санкт-Петербург,150000,200000,руб.,hh.ru
40,Python разработчик,https://korolev.hh.ru/vacancy/37010575?query=python, Foxcom SIA,,,,hh.ru
41,Full-stack разработчик (Python / фронтенд-разработка),https://korolev.hh.ru/vacancy/36846126?query=python,"АО Концерн радиостроения Вега, АО, Филиал в г. Санкт-Петербург",,,,hh.ru
42,Middle Python/Django разработчик,https://korolev.hh.ru/vacancy/36969598?query=python,ООО Юкар,80000,NaN,руб.,hh.ru
43,Python-разработчик,https://korolev.hh.ru/vacancy/36445936?query=python, FunBox,100000,NaN,руб.,hh.ru
44,Python-разработчик,https://korolev.hh.ru/vacancy/36445891?query=python, FunBox,100000,NaN,руб.,hh.ru
45,Специалист Computer Vision (Data Scientist),https://korolev.hh.ru/vacancy/37008803?query=python,ООО Медицинские Скрининг Системы,120000,220000,руб.,hh.ru
46,Python developer,https://korolev.hh.ru/vacancy/36267171?query=python, B2Broker Москва,150000,200000,руб.,hh.ru
47,Senior Python Engineer,https://korolev.hh.ru/vacancy/37061689?query=python, Spark Equation,160000,210000,руб.,hh.ru
48,"Программист Python, удаленная работа",https://korolev.hh.ru/vacancy/37028259?query=python, Nextner,40000,NaN,руб.,hh.ru
49,Python middle developer,https://korolev.hh.ru/vacancy/36449432?query=python, BestDoctor,120000,160000,руб.,hh.ru
50,QA Automation Engineer (Python),https://korolev.hh.ru/vacancy/35419959?query=python, NetworkOptix,3000,NaN,USD,hh.ru
51,Программист Python (разговорный английский),https://korolev.hh.ru/vacancy/36541868?query=python,ООО Прикладные технологии,100000,150000,руб.,hh.ru
52,C++ Senior Software Developer,https://korolev.hh.ru/vacancy/36806210?query=python,ООО Варити,250000,NaN,руб.,hh.ru
53,Senior Python Developer / Ведущий Python-разработчик,https://korolev.hh.ru/vacancy/36444270?query=python, ASD Technologies,200000,NaN,руб.,hh.ru
54,Data Scientist,https://korolev.hh.ru/vacancy/37054908?query=python,ООО Варити,130000,NaN,руб.,hh.ru
55,Python Django разработчик с опытом,https://korolev.hh.ru/vacancy/36872204?query=python,ООО Памир,,,,hh.ru
56,Python-разработчик,https://korolev.hh.ru/vacancy/36445967?query=python, FunBox,100000,NaN,руб.,hh.ru
57,Python-разработчик,https://korolev.hh.ru/vacancy/36445975?query=python, FunBox,100000,NaN,руб.,hh.ru
58,Python-разработчик,https://korolev.hh.ru/vacancy/36446006?query=python, FunBox,100000,NaN,руб.,hh.ru
59,Разработчик Python,https://korolev.hh.ru/vacancy/35013498?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
60,Разработчик Python Backend,https://korolev.hh.ru/vacancy/36916013?query=python, Web Interactive World,150000,NaN,руб.,hh.ru
61,Senior Python Developer,https://korolev.hh.ru/vacancy/36906273?query=python,ООО НИИ ТРАНСМАШ,180000,NaN,руб.,hh.ru
62,Python (Django) developer,https://korolev.hh.ru/vacancy/36756683?query=python, evrone.ru,NaN,180000,руб.,hh.ru
63,Backend-разработчик / Web-программист,https://korolev.hh.ru/vacancy/36887242?query=python,ООО Эктострой,70000,NaN,руб.,hh.ru
64,Python senior developer,https://korolev.hh.ru/vacancy/35846205?query=python, BestDoctor,180000,250000,руб.,hh.ru
65,Программист Python,https://korolev.hh.ru/vacancy/36562718?query=python,ООО EventCartel,100000,150000,руб.,hh.ru
66,Senior Python developer,https://korolev.hh.ru/vacancy/37021797?query=python, First_Line,160000,220000,руб.,hh.ru
67,Data Engineer (Python),https://korolev.hh.ru/vacancy/36991105?query=python,ООО КИБЕРТОНИКА,,,,hh.ru
68,Data Scientist (ML&DL + Python),https://korolev.hh.ru/vacancy/36766352?query=python, РокетМама,,,,hh.ru
69,Senior Python разработчик,https://korolev.hh.ru/vacancy/36160021?query=python, Redsteep,150000,200000,руб.,hh.ru
70,Начинающий python backend разработчик,https://korolev.hh.ru/vacancy/36774670?query=python, Emphasoft,NaN,NaN,NaN,hh.ru
71,Python-разработчик,https://korolev.hh.ru/vacancy/36445955?query=python, FunBox,100000,NaN,руб.,hh.ru
72,Python разработчик,https://korolev.hh.ru/vacancy/37010576?query=python, Foxcom SIA,,,,hh.ru
73,"Программист-стажер (AI, Big Data)",https://korolev.hh.ru/vacancy/36803815?query=python, Meanotek,NaN,NaN,NaN,hh.ru
74,Аналитик данных,https://korolev.hh.ru/vacancy/36784629?query=python,ТОО MN Partners,300000,600000,руб.,hh.ru
75,Backend Developer (python/go),https://korolev.hh.ru/vacancy/36714461?query=python, DEEP & HARD,160000,NaN,руб.,hh.ru
76,Python разработчик,https://korolev.hh.ru/vacancy/37010577?query=python, Foxcom SIA,,,,hh.ru
77,Программист Python (разговорный английский),https://korolev.hh.ru/vacancy/36541983?query=python,ООО Прикладные технологии,100000,150000,руб.,hh.ru
78,Senior Python Developer / Ведущий Python-разработчик,https://korolev.hh.ru/vacancy/36444269?query=python, ASD Technologies,150000,NaN,руб.,hh.ru
79,Junior Product Data-Analyst,https://korolev.hh.ru/vacancy/36921795?query=python, NEXTRP,NaN,NaN,NaN,hh.ru
80,Python Junior/Middle Backend Developer,https://korolev.hh.ru/vacancy/37033518?query=python, AxisPoint Consulting,NaN,NaN,NaN,hh.ru
81,Middle Python/Django разработчик,https://korolev.hh.ru/vacancy/36969598?query=python,ООО Юкар,80000,NaN,руб.,hh.ru
82,Python Lead Engineer,https://korolev.hh.ru/vacancy/36712601?query=python, Spark Equation,210000,260000,руб.,hh.ru
83,Python Developer,https://korolev.hh.ru/vacancy/37033746?query=python, Karuna,NaN,NaN,NaN,hh.ru
84,Django Developer,https://korolev.hh.ru/vacancy/36905636?query=python, What.digital GmbH,2500,6000,USD,hh.ru
85,Python Developer,https://korolev.hh.ru/vacancy/36878629?query=python," СпурАйТи, ЧУП",NaN,NaN,NaN,hh.ru
86,Python-разработчик (Middle Python Developer),https://korolev.hh.ru/vacancy/36887804?query=python,ООО РАБЛЗ,NaN,230000,руб.,hh.ru
87,Программист Python full stuck,https://korolev.hh.ru/vacancy/37032727?query=python, PROEKTON,,,,hh.ru
88,Senior Python Developer / Ведущий Python-разработчик,https://korolev.hh.ru/vacancy/36444271?query=python, ASD Technologies,150000,NaN,руб.,hh.ru
89,QA Engineer (manual),https://korolev.hh.ru/vacancy/36943076?query=python,ООО МАКСБИТСОЛЮШЕН,NaN,NaN,NaN,hh.ru
90,Python разработчик,https://korolev.hh.ru/vacancy/37073464?query=python, BlueGlass Interactive OÜ,NaN,NaN,NaN,hh.ru
91,Веб-разработчик Python,https://korolev.hh.ru/vacancy/37071780?query=python,ООО Трансфер технологии,50000,NaN,руб.,hh.ru
92,"Веб-программист Python/Django, full-stack",https://korolev.hh.ru/vacancy/37062486?query=python, Синтезис,85000,NaN,руб.,hh.ru
93,"Data Scientist / Machine Learning Engineer (удаленно, г. Краснодар)",https://korolev.hh.ru/vacancy/36916535?query=python,ООО ПРОФИТКЛИКС,130000,NaN,руб.,hh.ru
94,"Backend Developer (Python, PostgreSQL)",https://korolev.hh.ru/vacancy/37030619?query=python,ООО Комплаенс Технологии,160000,200000,руб.,hh.ru
95,Разработчик Python,https://korolev.hh.ru/vacancy/36866064?query=python,"АО АО ИК АК БАРС Финанс,",NaN,NaN,NaN,hh.ru
96,Senior Python Developer (to Riga),https://korolev.hh.ru/vacancy/36950783?query=python, Betby,NaN,NaN,NaN,hh.ru
97,"Fullstack Web Developer (Vue, Python)",https://korolev.hh.ru/vacancy/36725871?query=python,ИП Бадаев Марат Ильвединович,,,,hh.ru
98,Python/Django разработчик (part time),https://korolev.hh.ru/vacancy/36860082?query=python,ООО Интернет Лид,,,,hh.ru
99,Ведущий специалист по машинному обучению,https://korolev.hh.ru/vacancy/36904926?query=python,ООО Энтел-Транспорт,150000,NaN,руб.,hh.ru
100,Senior Python-разработчик,https://korolev.hh.ru/vacancy/36447652?query=python,ООО АвтоЭксперт,NaN,200000,руб.,hh.ru
101,Junior/Middle Data Scientist,https://korolev.hh.ru/vacancy/36715819?query=python, Improvado,NaN,NaN,NaN,hh.ru
102,Python разработчик,https://korolev.hh.ru/vacancy/36773282?query=python,ООО Очень Интересно,,,,hh.ru
103,Python (Back-end) Developer,https://korolev.hh.ru/vacancy/36677020?query=python, BP Mobile,NaN,NaN,NaN,hh.ru
104,Разработчик Python (middle / senior) удалённо,https://korolev.hh.ru/vacancy/36769782?query=python,ООО Диджитал Пайн,,,,hh.ru
105,Cтажёр-разработчик автоматизированных тестов,https://korolev.hh.ru/vacancy/21015438?query=python, a1qa,NaN,NaN,NaN,hh.ru
106,Программист Python,https://korolev.hh.ru/vacancy/36858299?query=python,ООО НТБ,NaN,NaN,NaN,hh.ru
107,Специалист по работе с базами данных/ Аналитик,https://korolev.hh.ru/vacancy/36902096?query=python,ООО Лектера Рус,,,,hh.ru
108,Backend-разработчик,https://korolev.hh.ru/vacancy/35629745?query=python, FunBox,90000,NaN,руб.,hh.ru
109,Доцент (анализ данных и машинное обучение),https://korolev.hh.ru/vacancy/36887904?query=python," Финансовый университет, Финуниверситет",100000,250000,руб.,hh.ru
110,Разработчик Python,https://korolev.hh.ru/vacancy/37030539?query=python, NAUMEN,NaN,NaN,NaN,hh.ru
111,Junior Data Analyst,https://korolev.hh.ru/vacancy/36847318?query=python, Софтико,NaN,NaN,NaN,hh.ru
112,Разработчик / Инженер-программист (Python),https://korolev.hh.ru/vacancy/36886946?query=python, NGENIX,NaN,230000,руб.,hh.ru
113,Team lead Python developer,https://korolev.hh.ru/vacancy/35846186?query=python, BestDoctor,180000,250000,руб.,hh.ru
114,Python Middle Developer,https://korolev.hh.ru/vacancy/37038048?query=python,ООО white.talents,NaN,38000,грн.,hh.ru
115,"Веб-разработчик (Python, Django, AngularJS)",https://korolev.hh.ru/vacancy/36786810?query=python,ООО РУВЕНТС,,,,hh.ru
116,QA Engineer (Python) / Тестировщик ПО,https://korolev.hh.ru/vacancy/36806842?query=python," Протей, НТЦ",NaN,NaN,NaN,hh.ru
117,Devops Engineer,https://korolev.hh.ru/vacancy/36875571?query=python, JustControl.It,120000,NaN,руб.,hh.ru
118,"WEB разработчик, Backend",https://korolev.hh.ru/vacancy/36834438?query=python,ТОО SOMNIUM,,,,hh.ru
119,Middle Python Developer,https://korolev.hh.ru/vacancy/36798264?query=python,Иностр. п. Admitad,NaN,NaN,NaN,hh.ru
120,Data scientist,https://korolev.hh.ru/vacancy/36877389?query=python, Билайн,NaN,NaN,NaN,hh.ru
121,Ведущий разработчик Python,https://korolev.hh.ru/vacancy/36895861?query=python,ООО Масл фектори,NaN,NaN,NaN,hh.ru
122,Разработчик Python,https://korolev.hh.ru/vacancy/36920546?query=python, E-COM PORTAL,NaN,NaN,NaN,hh.ru
123,Data scientist,https://korolev.hh.ru/vacancy/36782571?query=python, Генотек,,,,hh.ru
124,Разработчик ПО (Python),https://korolev.hh.ru/vacancy/36783351?query=python, Ground01 LLC,NaN,NaN,NaN,hh.ru
125,Разработчик Python 2.7 (3.Х),https://korolev.hh.ru/vacancy/36990983?query=python, СБСОФТ,NaN,NaN,NaN,hh.ru
126,NLP engineer / Data scientist NLP,https://korolev.hh.ru/vacancy/36725244?query=python,ООО АлгоМост,100000,250000,руб.,hh.ru
127,Системный программист Python/Rust,https://korolev.hh.ru/vacancy/36737924?query=python, Group-IB,NaN,NaN,NaN,hh.ru
128,Python/Django разработчик,https://korolev.hh.ru/vacancy/36860083?query=python,ООО Интернет Лид,,,,hh.ru
129,Frontend-разработчик,https://korolev.hh.ru/vacancy/36791185?query=python, Quiet Media,NaN,NaN,NaN,hh.ru
130,Game Analyst,https://korolev.hh.ru/vacancy/36798448?query=python, Plarium,NaN,NaN,NaN,hh.ru
131,Golang ведущий разработчик,https://korolev.hh.ru/vacancy/36847348?query=python,ООО Эйчэфти Арбитраж,230000,300000,руб.,hh.ru
132,Junior / Middle iOS Developer,https://korolev.hh.ru/vacancy/36307775?query=python,ООО Claire&Clarté,NaN,140000,руб.,hh.ru
133,Middle Python developer,https://korolev.hh.ru/vacancy/37074046?query=python, Укрэнерго,NaN,NaN,NaN,hh.ru
134,Ведущий разработчик Python (TeamLead),https://korolev.hh.ru/vacancy/36795305?query=python,ООО Лаборатория 50,100000,NaN,руб.,hh.ru
135,Java Developer (Bioinformatics),https://korolev.hh.ru/vacancy/36113022?query=python, Дженстек,120000,210000,руб.,hh.ru
136,Data Scientist,https://korolev.hh.ru/vacancy/37045181?query=python,ООО WhyHappen,NaN,NaN,NaN,hh.ru
137,Data Engineer,https://korolev.hh.ru/vacancy/36717838?query=python, RoadAR,,,,hh.ru
138,"Инженер по автоматизированному тестированию (QA Automation Engineer) Python, C",https://korolev.hh.ru/vacancy/36630285?query=python,ООО АМИКОН,,,,hh.ru
139,Middle Python developer,https://korolev.hh.ru/vacancy/37070291?query=python, First_Line,NaN,NaN,NaN,hh.ru
140,Senior C/C++ Developer,https://korolev.hh.ru/vacancy/36693892?query=python, Experiment X,150000,NaN,руб.,hh.ru
141,Web-разработчик,https://korolev.hh.ru/vacancy/36795524?query=python,ООО Ай Вао,,,,hh.ru
142,Data Engineer,https://korolev.hh.ru/vacancy/37016147?query=python,ООО Неолаб-Нск,,,,hh.ru
143,CI Engineer,https://korolev.hh.ru/vacancy/27812469?query=python, NetworkOptix,4000,NaN,USD,hh.ru
144,Python developer,https://korolev.hh.ru/vacancy/36896017?query=python, Attek,NaN,NaN,NaN,hh.ru
145,Стажер – разработчик,https://korolev.hh.ru/vacancy/34290624?query=python,ООО Дата Ист,NaN,NaN,NaN,hh.ru
146,Программист,https://korolev.hh.ru/vacancy/37000256?query=python,ООО Атмосферика,,,,hh.ru
147,Аналитик по машинному обучению,https://korolev.hh.ru/vacancy/36904901?query=python,ООО Энтел-Транспорт,80000,NaN,руб.,hh.ru
148,"Преподаватель SQL, Java, Big Data",https://korolev.hh.ru/vacancy/36767801?query=python, Школа больших данных,200000,NaN,руб.,hh.ru
149,Python/Django разработчик (part time),https://korolev.hh.ru/vacancy/36849329?query=python,ООО Интернет Лид,,,,hh.ru
150,Тестировщик ПО,https://korolev.hh.ru/vacancy/36712975?query=python, Итворкс,NaN,NaN,NaN,hh.ru
151,Senior Python Developer,https://korolev.hh.ru/vacancy/35469057?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
152,Python developer,https://korolev.hh.ru/vacancy/36896017?query=python, Attek,NaN,NaN,NaN,hh.ru
153,Data Scientist,https://korolev.hh.ru/vacancy/36717854?query=python, RoadAR,NaN,NaN,NaN,hh.ru
154,Data Engineer,https://korolev.hh.ru/vacancy/36717681?query=python, RoadAR,,,,hh.ru
155,QA Automation Engineer,https://korolev.hh.ru/vacancy/36741852?query=python, Arrival Robotics,NaN,NaN,NaN,hh.ru
156,Python Middle Developer,https://korolev.hh.ru/vacancy/37038048?query=python,ООО white.talents,NaN,38000,грн.,hh.ru
157,Специалист Computer Vision (Data Scientist),https://korolev.hh.ru/vacancy/37008803?query=python,ООО Медицинские Скрининг Системы,120000,220000,руб.,hh.ru
158,Data Engineer,https://korolev.hh.ru/vacancy/37078105?query=python, BGSoft,NaN,NaN,NaN,hh.ru
159,DevOps Engineer,https://korolev.hh.ru/vacancy/35899351?query=python, Pushwoosh,NaN,NaN,NaN,hh.ru
160,System Analyst (Life Science),https://korolev.hh.ru/vacancy/36440952?query=python, Дженстек,100000,200000,руб.,hh.ru
161,Разработчик Python 2.7 (3.Х),https://korolev.hh.ru/vacancy/36990983?query=python, СБСОФТ,NaN,NaN,NaN,hh.ru
162,Data Scientist,https://korolev.hh.ru/vacancy/36023475?query=python, Plarium,NaN,NaN,NaN,hh.ru
163,Python/Django разработчик,https://korolev.hh.ru/vacancy/36860083?query=python,ООО Интернет Лид,,,,hh.ru
164,Go/PHP developer,https://korolev.hh.ru/vacancy/36958305?query=python, A3F Group,120000,250000,руб.,hh.ru
165,Data Engineer,https://korolev.hh.ru/vacancy/36717838?query=python, RoadAR,,,,hh.ru
166,Data Analyst,https://korolev.hh.ru/vacancy/37077152?query=python, BGSoft,NaN,NaN,NaN,hh.ru
167,Программист Python Developer,https://korolev.hh.ru/vacancy/36998942?query=python, НЛ Континент,NaN,NaN,NaN,hh.ru
168,Биоинформатик,https://korolev.hh.ru/vacancy/36316710?query=python, Новые Программные Системы,NaN,NaN,NaN,hh.ru
169,"Программист Python, удаленная работа",https://korolev.hh.ru/vacancy/37028259?query=python, Nextner,40000,NaN,руб.,hh.ru
170,Frontend разработчик,https://korolev.hh.ru/vacancy/36785516?query=python,ООО Банк СКС,NaN,NaN,NaN,hh.ru
171,Backend-разработчик,https://korolev.hh.ru/vacancy/35629811?query=python, FunBox,90000,NaN,руб.,hh.ru
172,Ведущий разработчик Python,https://korolev.hh.ru/vacancy/36895861?query=python,ООО Масл фектори,NaN,NaN,NaN,hh.ru
173,Python Developer for Build System Team,https://korolev.hh.ru/vacancy/36941849?query=python, Cloud Linux,NaN,NaN,NaN,hh.ru
174,Python developer,https://korolev.hh.ru/vacancy/36297018?query=python,ООО Акронис-Инфозащита,NaN,NaN,NaN,hh.ru
175,Full-Stack Web-Developer (Python / Odoo),https://korolev.hh.ru/vacancy/34649894?query=python, NPBFX Limited,100000,200000,руб.,hh.ru
176,C/Go Developer,https://korolev.hh.ru/vacancy/36458238?query=python, Badoo,NaN,NaN,NaN,hh.ru
177,Реверс-инженер,https://korolev.hh.ru/vacancy/35634568?query=python,ООО ЖУЙЭРСЫ,1500,5000,USD,hh.ru
178,Backend-разработчик / Web-программист,https://korolev.hh.ru/vacancy/36887242?query=python,ООО Эктострой,70000,NaN,руб.,hh.ru
179,Junior Data Analyst,https://korolev.hh.ru/vacancy/36847318?query=python, Софтико,NaN,NaN,NaN,hh.ru
180,System Administrator,https://korolev.hh.ru/vacancy/36745236?query=python, Webzilla,NaN,NaN,NaN,hh.ru
181,Head of Analytics,https://korolev.hh.ru/vacancy/36749319?query=python,ООО Бануба Девелопмент,NaN,NaN,NaN,hh.ru
182,Программист C++ (SYS),https://korolev.hh.ru/vacancy/36886207?query=python,ООО ТКП-Софт,NaN,NaN,NaN,hh.ru
183,Programming intern,https://korolev.hh.ru/vacancy/36781142?query=python," Wargaming, Saint Petersburg (Lesta Studio)",NaN,NaN,NaN,hh.ru
184,Аналитик BI,https://korolev.hh.ru/vacancy/36763525?query=python, Метр Квадратный,120000,NaN,руб.,hh.ru
185,Python Developer,https://korolev.hh.ru/vacancy/36752075?query=python, Cloud Linux,NaN,NaN,NaN,hh.ru
186,Middle / Senior Python Engineer (Fintech),https://korolev.hh.ru/vacancy/36925216?query=python,ООО 4bill,NaN,3000,USD,hh.ru
187,Data scientist,https://korolev.hh.ru/vacancy/36877389?query=python, Билайн,NaN,NaN,NaN,hh.ru
188,Биоинформатик,https://korolev.hh.ru/vacancy/36316529?query=python, Новые Программные Системы,NaN,NaN,NaN,hh.ru
189,Junior Data Engineer,https://korolev.hh.ru/vacancy/35378576?query=python, Plarium,NaN,NaN,NaN,hh.ru
190,Python Developer,https://korolev.hh.ru/vacancy/36896794?query=python, Sphere Consulting,NaN,NaN,NaN,hh.ru
191,"FullStack Developer (Python, JS)",https://korolev.hh.ru/vacancy/37030410?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
192,Senior Linux System Administrator / DevOps Engineer,https://korolev.hh.ru/vacancy/36802280?query=python,АО ИНКОМА,NaN,200000,руб.,hh.ru
193,Frontend разработчик Vue.js (part time),https://korolev.hh.ru/vacancy/36787458?query=python,ООО Интернет Лид,,,,hh.ru
194,Ведущий специалист по машинному обучению,https://korolev.hh.ru/vacancy/36904926?query=python,ООО Энтел-Транспорт,150000,NaN,руб.,hh.ru
195,Системный администратор Linux,https://korolev.hh.ru/vacancy/36319808?query=python, Comagic,140000,NaN,руб.,hh.ru
196,Специалист по прогнозированию,https://korolev.hh.ru/vacancy/34303192?query=python," Лента, федеральная розничная сеть, Офис",NaN,NaN,NaN,hh.ru
197,"Data Scientist / Machine Learning Engineer (удаленно, г. Краснодар)",https://korolev.hh.ru/vacancy/36916535?query=python,ООО ПРОФИТКЛИКС,130000,NaN,руб.,hh.ru
198,Программист по созданию и ведению обучающего курса по Python,https://korolev.hh.ru/vacancy/36906276?query=python," Profi-internet, школа востребованных интернет-профессий",150000,NaN,руб.,hh.ru
199,DevOps engineer,https://korolev.hh.ru/vacancy/35219728?query=python, B2Broker,120000,170000,руб.,hh.ru
200,Системный администратор Linux,https://korolev.hh.ru/vacancy/37059803?query=python, МойСклад,140000,170000,руб.,hh.ru
201,Support engineer,https://korolev.hh.ru/vacancy/36879385?query=python,ООО HazelTree,1600,NaN,USD,hh.ru
202,QA Automation Engineer,https://korolev.hh.ru/vacancy/36741852?query=python, Arrival Robotics,NaN,NaN,NaN,hh.ru
203,Data Analyst,https://korolev.hh.ru/vacancy/37077152?query=python, BGSoft,NaN,NaN,NaN,hh.ru
204,Data Engineer,https://korolev.hh.ru/vacancy/36717681?query=python, RoadAR,,,,hh.ru
205,Programming intern,https://korolev.hh.ru/vacancy/36781142?query=python," Wargaming, Saint Petersburg (Lesta Studio)",NaN,NaN,NaN,hh.ru
206,Программист C++,https://korolev.hh.ru/vacancy/36876458?query=python,ЗАО НОРСИ-ТРАНС,NaN,NaN,NaN,hh.ru
207,Middle / Senior Python Engineer (Fintech),https://korolev.hh.ru/vacancy/36925216?query=python,ООО 4bill,NaN,3000,USD,hh.ru
208,Data Scientist,https://korolev.hh.ru/vacancy/36023475?query=python, Plarium,NaN,NaN,NaN,hh.ru
209,Программист-Исследователь (RnD),https://korolev.hh.ru/vacancy/36929281?query=python, Photo Lab,100000,200000,руб.,hh.ru
210,Chief Data Officer,https://korolev.hh.ru/vacancy/36832410?query=python,ООО Неолаб-Нск,150000,NaN,руб.,hh.ru
211,DevOps / Системный инженер,https://korolev.hh.ru/vacancy/36632124?query=python,ООО Бриксис Текноледжис Раша,100000,NaN,руб.,hh.ru
212,Backend разработчик (GO),https://korolev.hh.ru/vacancy/36880022?query=python,ООО ЮНИМ,NaN,NaN,NaN,hh.ru
213,C/Go Developer,https://korolev.hh.ru/vacancy/36458238?query=python, Badoo,NaN,NaN,NaN,hh.ru
214,Python Developer,https://korolev.hh.ru/vacancy/36896794?query=python, Sphere Consulting,NaN,NaN,NaN,hh.ru
215,Machine Learning Engineer,https://korolev.hh.ru/vacancy/37061079?query=python,ООО Браймонсофт,NaN,NaN,NaN,hh.ru
216,Full-Stack Web-Developer (Python / Odoo),https://korolev.hh.ru/vacancy/34649894?query=python, NPBFX Limited,100000,200000,руб.,hh.ru
