,name,link,company,salary_min,salary_max,currency,source
0,"C# разработчик (начинающий, junior)",https://korolev.hh.ru/vacancy/37022145?query=python, Mindbox,100000,140000,руб.,hh.ru
1,Data Scientist,https://korolev.hh.ru/vacancy/36719374?query=python, SoftSwiss,NaN,NaN,NaN,hh.ru
2,Machine Learning Engineer,https://korolev.hh.ru/vacancy/36718889?query=python, APALON,NaN,NaN,NaN,hh.ru
3,Rust Developer,https://korolev.hh.ru/vacancy/36357908?query=python, TR Logic LLC,2000,NaN,EUR,hh.ru
4,Старший специалист по тестированию ПО,https://korolev.hh.ru/vacancy/37036702?query=python, CBS Interactive,NaN,150000,руб.,hh.ru
5,Game Logic Developer (World of Tanks),https://korolev.hh.ru/vacancy/37029805?query=python," Wargaming, Minsk (Game Stream)",NaN,NaN,NaN,hh.ru
6,Программист-разработчик python (midle),https://korolev.hh.ru/vacancy/36955642?query=python, CATAPULTO.RU,NaN,180000,руб.,hh.ru
7,Учитель информатики,https://korolev.hh.ru/vacancy/37058960?query=python,ТОО PMC Intellect,NaN,200000,KZT,hh.ru
8,Back End Developer,https://korolev.hh.ru/vacancy/36950345?query=python, Company Formation Hong Kong,2000,4000,USD,hh.ru
9,Менеджер по управлению рисками,https://korolev.hh.ru/vacancy/35341930?query=python,ООО universal sugurta,NaN,NaN,NaN,hh.ru
10,Salesforce Developer Middle/Senior,https://korolev.hh.ru/vacancy/37034674?query=python,ООО Джет Би Ай,NaN,NaN,NaN,hh.ru
11,Инженер мониторинга,https://korolev.hh.ru/vacancy/36941775?query=python, Авито,NaN,NaN,NaN,hh.ru
12,Главный эксперт Oracle Hyperion (Санкт-Петербург),https://korolev.hh.ru/vacancy/37025988?query=python,АО Газстройпром,NaN,NaN,NaN,hh.ru
13,Системный администратор,https://korolev.hh.ru/vacancy/37061492?query=python,ООО Арго Медиа,,,,hh.ru
14,Data Engineer,https://korolev.hh.ru/vacancy/36875279?query=python,ООО СолбегСофт,NaN,NaN,NaN,hh.ru
15,Server Developer (World of Tanks Blitz),https://korolev.hh.ru/vacancy/37029892?query=python," Wargaming, Minsk (Game Stream)",NaN,NaN,NaN,hh.ru
16,Программист PHP,https://korolev.hh.ru/vacancy/36975765?query=python,ООО Арго Медиа,,,,hh.ru
17,Data Officer,https://korolev.hh.ru/vacancy/36880411?query=python,ОАО Банк БелВЭБ,NaN,NaN,NaN,hh.ru
18,Information Security Engineer,https://korolev.hh.ru/vacancy/36625602?query=python," Wargaming, Minsk (Game Stream)",NaN,NaN,NaN,hh.ru
19,Data Engineer / Information Retrieval team,https://korolev.hh.ru/vacancy/36998424?query=python,ООО IHS Global,NaN,NaN,NaN,hh.ru
20,Technical Director of SaaS product,https://korolev.hh.ru/vacancy/37011667?query=python, Bell Integrator,NaN,NaN,NaN,hh.ru
21,DevOps Engineer,https://korolev.hh.ru/vacancy/36618211?query=python, Syberry CIS,NaN,NaN,NaN,hh.ru
22,Инженер адаптивных алгоритмов робототехнических систем,https://korolev.hh.ru/vacancy/36958610?query=python,ООО Артель Удачная,100000,NaN,руб.,hh.ru
23,QA Automation Engineer,https://korolev.hh.ru/vacancy/36689982?query=python,УП Руна Системс,NaN,NaN,NaN,hh.ru
24,"Pre-Sales Engineer (Nexmo, the Vonage API Platform)",https://korolev.hh.ru/vacancy/36982786?query=python,ИП Земляной Павел Вячеславович,180000,NaN,руб.,hh.ru
25,Senior System Administrator,https://korolev.hh.ru/vacancy/36947311?query=python,УП Руна Системс,NaN,NaN,NaN,hh.ru
26,Разработчик Python / Django,https://korolev.hh.ru/vacancy/36876631?query=python,ООО Смартекс,150000,200000,руб.,hh.ru
27,Python разработчик,https://korolev.hh.ru/vacancy/37005696?query=python,ООО Константа,170000,220000,руб.,hh.ru
28,Программист Python,https://korolev.hh.ru/vacancy/36956256?query=python,ООО Телепорт,100000,130000,руб.,hh.ru
29,"Lead Python Developer (Tallinn, Estonia)",https://korolev.hh.ru/vacancy/36865337?query=python, Reinvent Baltics,3500,7000,EUR,hh.ru
30,Программист Python,https://korolev.hh.ru/vacancy/36680277?query=python,ООО Доверенная среда,160000,200000,руб.,hh.ru
31,Python разработчик,https://korolev.hh.ru/vacancy/37010575?query=python, Foxcom SIA,,,,hh.ru
32,Junior Python Developer,https://korolev.hh.ru/vacancy/36780697?query=python, First_Line,,,,hh.ru
33,"Разработчик, Python 3 + PyQt",https://korolev.hh.ru/vacancy/36891930?query=python, Spherical Origins GmbH & Co. KG,1500,3000,EUR,hh.ru
34,Python Data Scientist,https://korolev.hh.ru/vacancy/36916080?query=python, Web Interactive World,150000,NaN,руб.,hh.ru
35,Senior Python developer,https://korolev.hh.ru/vacancy/30005963?query=python, NetworkOptix,4000,NaN,USD,hh.ru
36,Программист C++/Python,https://korolev.hh.ru/vacancy/35909189?query=python,АО Интегрис,110000,NaN,руб.,hh.ru
37,Backend python/Django разработчик,https://korolev.hh.ru/vacancy/37005320?query=python,ООО БОЛЬШАЯ ТРОЙКА,120000,200000,руб.,hh.ru
38,Python-разработчик,https://korolev.hh.ru/vacancy/36445936?query=python, FunBox,100000,NaN,руб.,hh.ru
39,Python-разработчик,https://korolev.hh.ru/vacancy/36445891?query=python, FunBox,100000,NaN,руб.,hh.ru
40,Специалист Computer Vision (Data Scientist),https://korolev.hh.ru/vacancy/37008803?query=python,ООО Медицинские Скрининг Системы,120000,220000,руб.,hh.ru
41,Senior Data Scientist,https://korolev.hh.ru/vacancy/36769687?query=python, Gradient,300000,NaN,руб.,hh.ru
42,"Программист Python, удаленная работа",https://korolev.hh.ru/vacancy/37028259?query=python, Nextner,40000,NaN,руб.,hh.ru
43,Python Django разработчик с опытом,https://korolev.hh.ru/vacancy/36872204?query=python,ООО Памир,,,,hh.ru
44,QA Automation Engineer (Python),https://korolev.hh.ru/vacancy/35419959?query=python, NetworkOptix,3000,NaN,USD,hh.ru
45,Начинающий python backend разработчик,https://korolev.hh.ru/vacancy/37018429?query=python,ООО ВЕБИМ.РУ,,,,hh.ru
46,Программист Python (разговорный английский),https://korolev.hh.ru/vacancy/36541868?query=python,ООО Прикладные технологии,100000,150000,руб.,hh.ru
47,Senior Python Developer / Ведущий Python-разработчик,https://korolev.hh.ru/vacancy/36444270?query=python, ASD Technologies,200000,NaN,руб.,hh.ru
48,Python-разработчик,https://korolev.hh.ru/vacancy/36446006?query=python, FunBox,100000,NaN,руб.,hh.ru
49,C++ Senior Software Developer,https://korolev.hh.ru/vacancy/36806210?query=python,ООО Варити,250000,NaN,руб.,hh.ru
50,Senior Python разработчик,https://korolev.hh.ru/vacancy/36160021?query=python, Redsteep,150000,200000,руб.,hh.ru
51,Python developer,https://korolev.hh.ru/vacancy/36267290?query=python, B2Broker Санкт-Петербург,150000,200000,руб.,hh.ru
52,Python senior developer,https://korolev.hh.ru/vacancy/35846205?query=python, BestDoctor,180000,250000,руб.,hh.ru
53,Senior Python Developer / Ведущий Python-разработчик,https://korolev.hh.ru/vacancy/36444269?query=python, ASD Technologies,150000,NaN,руб.,hh.ru
54,Python middle developer,https://korolev.hh.ru/vacancy/36449432?query=python, BestDoctor,120000,160000,руб.,hh.ru
55,Backend python/Django разработчик,https://korolev.hh.ru/vacancy/37005320?query=python,ООО БОЛЬШАЯ ТРОЙКА,120000,200000,руб.,hh.ru
56,Python Django разработчик с опытом,https://korolev.hh.ru/vacancy/36872204?query=python,ООО Памир,,,,hh.ru
57,Python (Django) developer,https://korolev.hh.ru/vacancy/36756683?query=python, evrone.ru,NaN,180000,руб.,hh.ru
58,Junior/Middle Data Scientist,https://korolev.hh.ru/vacancy/36715819?query=python, Improvado,NaN,NaN,NaN,hh.ru
59,Senior Python Developer / Ведущий Python-разработчик,https://korolev.hh.ru/vacancy/36444271?query=python, ASD Technologies,150000,NaN,руб.,hh.ru
60,Python Lead Engineer,https://korolev.hh.ru/vacancy/36712601?query=python, Spark Equation,210000,260000,руб.,hh.ru
61,Программист Python,https://korolev.hh.ru/vacancy/36562718?query=python,ООО EventCartel,100000,150000,руб.,hh.ru
62,Разработчик Python (middle / senior) удалённо,https://korolev.hh.ru/vacancy/36769782?query=python,ООО Диджитал Пайн,,,,hh.ru
63,Python Data Scientist,https://korolev.hh.ru/vacancy/36916080?query=python, Web Interactive World,150000,NaN,руб.,hh.ru
64,"Веб-разработчик (Python, Django, AngularJS)",https://korolev.hh.ru/vacancy/36786810?query=python,ООО РУВЕНТС,,,,hh.ru
65,Team lead Python developer,https://korolev.hh.ru/vacancy/35846186?query=python, BestDoctor,180000,250000,руб.,hh.ru
66,"Разработчик, Python 3 + PyQt",https://korolev.hh.ru/vacancy/36891930?query=python, Spherical Origins GmbH & Co. KG,1500,3000,EUR,hh.ru
67,Python (Back-end) Developer,https://korolev.hh.ru/vacancy/36677020?query=python, BP Mobile,NaN,NaN,NaN,hh.ru
68,Python developer,https://korolev.hh.ru/vacancy/36267171?query=python, B2Broker Москва,150000,200000,руб.,hh.ru
69,"Инженер по автоматизированному тестированию (QA Automation Engineer) Python, C",https://korolev.hh.ru/vacancy/36630285?query=python,ООО АМИКОН,,,,hh.ru
70,Разработчик Python Backend,https://korolev.hh.ru/vacancy/36916013?query=python, Web Interactive World,150000,NaN,руб.,hh.ru
71,"Fullstack Web Developer (Vue, Python)",https://korolev.hh.ru/vacancy/36725871?query=python,ИП Бадаев Марат Ильвединович,,,,hh.ru
72,Младший аналитик данных (Junior Data Analyst),https://korolev.hh.ru/vacancy/36758054?query=python, Stark Automotive Germany GmbH,30000,NaN,руб.,hh.ru
73,Backend-разработчик,https://korolev.hh.ru/vacancy/35629745?query=python, FunBox,90000,NaN,руб.,hh.ru
74,Senior Python-разработчик,https://korolev.hh.ru/vacancy/36447652?query=python,ООО АвтоЭксперт,NaN,200000,руб.,hh.ru
75,Frontend-разработчик,https://korolev.hh.ru/vacancy/36791185?query=python, Quiet Media,NaN,NaN,NaN,hh.ru
76,Data Scientist,https://korolev.hh.ru/vacancy/36708757?query=python,ООО Виго Лаб,NaN,270000,руб.,hh.ru
77,Python разработчик,https://korolev.hh.ru/vacancy/37010575?query=python, Foxcom SIA,,,,hh.ru
78,Python разработчик,https://korolev.hh.ru/vacancy/37010576?query=python, Foxcom SIA,,,,hh.ru
79,Python разработчик,https://korolev.hh.ru/vacancy/37010577?query=python, Foxcom SIA,,,,hh.ru
80,Senior Python developer,https://korolev.hh.ru/vacancy/37021797?query=python, First_Line,160000,220000,руб.,hh.ru
81,Senior Python Developer,https://korolev.hh.ru/vacancy/36906273?query=python,ООО НИИ ТРАНСМАШ,180000,NaN,руб.,hh.ru
82,Системный программист Python/Rust,https://korolev.hh.ru/vacancy/36737924?query=python, Group-IB,NaN,NaN,NaN,hh.ru
83,Программист со знанием языка Python,https://korolev.hh.ru/vacancy/36752053?query=python," Speech, Архитектурная мастерская",,,,hh.ru
84,DevOps - разработчик ПО,https://korolev.hh.ru/vacancy/35275243?query=python,ООО Прогматик Лаб,200000,NaN,руб.,hh.ru
85,Ведущий разработчик Python (TeamLead),https://korolev.hh.ru/vacancy/36795305?query=python,ООО Лаборатория 50,100000,NaN,руб.,hh.ru
86,Стажер – разработчик,https://korolev.hh.ru/vacancy/34290624?query=python,ООО Дата Ист,NaN,NaN,NaN,hh.ru
87,Python Developer,https://korolev.hh.ru/vacancy/36878629?query=python," СпурАйТи, ЧУП",NaN,NaN,NaN,hh.ru
88,Senior C/C++ Developer,https://korolev.hh.ru/vacancy/36693892?query=python, Experiment X,150000,NaN,руб.,hh.ru
89,Web-разработчик,https://korolev.hh.ru/vacancy/36795524?query=python,ООО Ай Вао,,,,hh.ru
90,Data - engineer / SQL-разработчик,https://korolev.hh.ru/vacancy/35544040?query=python, Эквид,130000,NaN,руб.,hh.ru
91,Python разработчик,https://korolev.hh.ru/vacancy/36773282?query=python,ООО Очень Интересно,,,,hh.ru
92,Разработчик Python,https://korolev.hh.ru/vacancy/35013498?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
93,Python-разработчик (Middle Python Developer),https://korolev.hh.ru/vacancy/36887804?query=python,ООО РАБЛЗ,NaN,230000,руб.,hh.ru
94,C++ Senior Software Developer,https://korolev.hh.ru/vacancy/36806210?query=python,ООО Варити,250000,NaN,руб.,hh.ru
95,Backend Developer (Python),https://korolev.hh.ru/vacancy/36556571?query=python," Wargaming, Saint Petersburg (Lesta Studio)",NaN,NaN,NaN,hh.ru
96,Data Scientist,https://korolev.hh.ru/vacancy/37054908?query=python,ООО Варити,130000,NaN,руб.,hh.ru
97,Data Engineer (Python),https://korolev.hh.ru/vacancy/36991105?query=python,ООО КИБЕРТОНИКА,,,,hh.ru
98,"Backend Developer (Python, PostgreSQL)",https://korolev.hh.ru/vacancy/37030619?query=python,ООО Комплаенс Технологии,160000,200000,руб.,hh.ru
99,NLP engineer / Data scientist NLP,https://korolev.hh.ru/vacancy/36725244?query=python,ООО АлгоМост,100000,250000,руб.,hh.ru
100,QA Engineer (Python) / Тестировщик ПО,https://korolev.hh.ru/vacancy/36806842?query=python," Протей, НТЦ",NaN,NaN,NaN,hh.ru
101,Разработчик Python,https://korolev.hh.ru/vacancy/37030539?query=python, NAUMEN,NaN,NaN,NaN,hh.ru
102,Программист Python,https://korolev.hh.ru/vacancy/36858299?query=python,ООО НТБ,NaN,NaN,NaN,hh.ru
103,"Веб-разработчик (Python, Django, AngularJS)",https://korolev.hh.ru/vacancy/36786810?query=python,ООО РУВЕНТС,,,,hh.ru
104,Data scientist,https://korolev.hh.ru/vacancy/36877389?query=python, Билайн,NaN,NaN,NaN,hh.ru
105,Team lead Python developer,https://korolev.hh.ru/vacancy/35846186?query=python, BestDoctor,180000,250000,руб.,hh.ru
106,Python Developer,https://korolev.hh.ru/vacancy/37033746?query=python, Karuna,NaN,NaN,NaN,hh.ru
107,Ведущий разработчик Python,https://korolev.hh.ru/vacancy/36895861?query=python,ООО Масл фектори,NaN,NaN,NaN,hh.ru
108,Программист Python,https://korolev.hh.ru/vacancy/36562718?query=python,ООО EventCartel,100000,150000,руб.,hh.ru
109,Data - engineer / SQL-разработчик,https://korolev.hh.ru/vacancy/35544040?query=python, Эквид,130000,NaN,руб.,hh.ru
110,Backend-разработчик / Web-программист,https://korolev.hh.ru/vacancy/36887242?query=python,ООО Эктострой,70000,NaN,руб.,hh.ru
111,Data scientist,https://korolev.hh.ru/vacancy/36782571?query=python, Генотек,,,,hh.ru
112,Разработчик Python,https://korolev.hh.ru/vacancy/35013498?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
113,Разработчик ПО (Python),https://korolev.hh.ru/vacancy/36783351?query=python, Ground01 LLC,NaN,NaN,NaN,hh.ru
114,Python/Django разработчик,https://korolev.hh.ru/vacancy/36860083?query=python,ООО Интернет Лид,,,,hh.ru
115,NLP engineer / Data scientist NLP,https://korolev.hh.ru/vacancy/36725244?query=python,ООО АлгоМост,100000,250000,руб.,hh.ru
116,Data Scientist,https://korolev.hh.ru/vacancy/37054908?query=python,ООО Варити,130000,NaN,руб.,hh.ru
117,"Инженер по автоматизированному тестированию (QA Automation Engineer) Python, C",https://korolev.hh.ru/vacancy/36630285?query=python,ООО АМИКОН,,,,hh.ru
118,Разработчик Python 2.7 (3.Х),https://korolev.hh.ru/vacancy/36990983?query=python, СБСОФТ,NaN,NaN,NaN,hh.ru
119,Junior / Middle iOS Developer,https://korolev.hh.ru/vacancy/36307775?query=python,ООО Claire&Clarté,NaN,140000,руб.,hh.ru
120,Ведущий разработчик Python (TeamLead),https://korolev.hh.ru/vacancy/36795305?query=python,ООО Лаборатория 50,100000,NaN,руб.,hh.ru
121,Web-разработчик,https://korolev.hh.ru/vacancy/36795524?query=python,ООО Ай Вао,,,,hh.ru
122,Frontend-разработчик,https://korolev.hh.ru/vacancy/36791185?query=python, Quiet Media,NaN,NaN,NaN,hh.ru
123,Младший аналитик данных (Junior Data Analyst),https://korolev.hh.ru/vacancy/36758054?query=python, Stark Automotive Germany GmbH,30000,NaN,руб.,hh.ru
124,Java Developer (Bioinformatics),https://korolev.hh.ru/vacancy/36113022?query=python, Дженстек,120000,210000,руб.,hh.ru
125,Data Engineer,https://korolev.hh.ru/vacancy/36717838?query=python, RoadAR,,,,hh.ru
126,Системный программист Python/Rust,https://korolev.hh.ru/vacancy/36737924?query=python, Group-IB,NaN,NaN,NaN,hh.ru
127,Python (Django) Developer,https://korolev.hh.ru/vacancy/36876558?query=python, DDI Development,NaN,NaN,NaN,hh.ru
128,Data Scientist,https://korolev.hh.ru/vacancy/36708757?query=python,ООО Виго Лаб,NaN,270000,руб.,hh.ru
129,Senior C/C++ Developer,https://korolev.hh.ru/vacancy/36693892?query=python, Experiment X,150000,NaN,руб.,hh.ru
130,Python developer,https://korolev.hh.ru/vacancy/36896017?query=python, Attek,NaN,NaN,NaN,hh.ru
131,Программист,https://korolev.hh.ru/vacancy/37000256?query=python,ООО Атмосферика,,,,hh.ru
132,Backend Developer (Python),https://korolev.hh.ru/vacancy/36556571?query=python," Wargaming, Saint Petersburg (Lesta Studio)",NaN,NaN,NaN,hh.ru
133,CI Engineer,https://korolev.hh.ru/vacancy/27812469?query=python, NetworkOptix,4000,NaN,USD,hh.ru
134,Spark data engineer,https://korolev.hh.ru/vacancy/36354015?query=python,ООО РАБЛЗ,130000,300000,руб.,hh.ru
135,"Преподаватель SQL, Java, Big Data",https://korolev.hh.ru/vacancy/36767801?query=python, Школа больших данных,200000,NaN,руб.,hh.ru
136,Data Engineer,https://korolev.hh.ru/vacancy/36409905?query=python, BestDoctor,160000,200000,руб.,hh.ru
137,Data Scientist,https://korolev.hh.ru/vacancy/36717855?query=python, RoadAR,NaN,NaN,NaN,hh.ru
138,Python/Django разработчик (part time),https://korolev.hh.ru/vacancy/36849329?query=python,ООО Интернет Лид,,,,hh.ru
139,Full Stack Engineer / Разработчик Python в AI проект,https://korolev.hh.ru/vacancy/36752762?query=python, Рекламное агентство IQ,,,,hh.ru
140,Программист C++,https://korolev.hh.ru/vacancy/36876458?query=python,ЗАО НОРСИ-ТРАНС,NaN,NaN,NaN,hh.ru
141,Разработчик Python,https://korolev.hh.ru/vacancy/36920546?query=python, E-COM PORTAL,NaN,NaN,NaN,hh.ru
142,Backend разработчик с фокусом на инфраструктуре(DevOps) в команду Stepik,https://korolev.hh.ru/vacancy/36778282?query=python,ООО Цифровые Образовательные Решения,150000,NaN,руб.,hh.ru
143,DevOps - разработчик ПО,https://korolev.hh.ru/vacancy/35275243?query=python,ООО Прогматик Лаб,200000,NaN,руб.,hh.ru
144,Программист Python/Django в веб-студию,https://korolev.hh.ru/vacancy/37010116?query=python, Вангер.рф - разработка сайтов,,,,hh.ru
145,Scala/Java Developer,https://korolev.hh.ru/vacancy/36870062?query=python,ООО Альтуэра Лабс,120000,170000,руб.,hh.ru
146,Стажер – разработчик,https://korolev.hh.ru/vacancy/34290624?query=python,ООО Дата Ист,NaN,NaN,NaN,hh.ru
147,Разработчик Python,https://korolev.hh.ru/vacancy/35871016?query=python,ООО НТ Прогресс,NaN,NaN,NaN,hh.ru
148,Data Engineer,https://korolev.hh.ru/vacancy/36766030?query=python, Метр Квадратный,140000,NaN,руб.,hh.ru
149,Программист со знанием языка Python,https://korolev.hh.ru/vacancy/36752053?query=python," Speech, Архитектурная мастерская",,,,hh.ru
150,"Программист Python, удаленная работа",https://korolev.hh.ru/vacancy/37028259?query=python, Nextner,40000,NaN,руб.,hh.ru
151,Middle Python/Django разработчик,https://korolev.hh.ru/vacancy/36969598?query=python,ООО Юкар,80000,NaN,руб.,hh.ru
152,Ведущий разработчик Python,https://korolev.hh.ru/vacancy/36895861?query=python,ООО Масл фектори,NaN,NaN,NaN,hh.ru
153,C/Go Developer,https://korolev.hh.ru/vacancy/36458238?query=python, Badoo,NaN,NaN,NaN,hh.ru
154,Python developer,https://korolev.hh.ru/vacancy/36297018?query=python,ООО Акронис-Инфозащита,NaN,NaN,NaN,hh.ru
155,Реверс-инженер,https://korolev.hh.ru/vacancy/35634568?query=python,ООО ЖУЙЭРСЫ,1500,5000,USD,hh.ru
156,Data scientist,https://korolev.hh.ru/vacancy/36877389?query=python, Билайн,NaN,NaN,NaN,hh.ru
157,Биоинформатик,https://korolev.hh.ru/vacancy/36316529?query=python, Новые Программные Системы,NaN,NaN,NaN,hh.ru
158,Full-Stack Web-Developer (Python / Odoo),https://korolev.hh.ru/vacancy/34649894?query=python, NPBFX Limited,100000,200000,руб.,hh.ru
159,Programming intern,https://korolev.hh.ru/vacancy/36781142?query=python," Wargaming, Saint Petersburg (Lesta Studio)",NaN,NaN,NaN,hh.ru
160,Middle / Senior Python Engineer (Fintech),https://korolev.hh.ru/vacancy/36925216?query=python,ООО 4bill,NaN,3000,USD,hh.ru
161,Аналитик BI,https://korolev.hh.ru/vacancy/36763525?query=python, Метр Квадратный,120000,NaN,руб.,hh.ru
162,Frontend разработчик Vue.js (part time),https://korolev.hh.ru/vacancy/36787458?query=python,ООО Интернет Лид,,,,hh.ru
163,Системный администратор Linux,https://korolev.hh.ru/vacancy/36319808?query=python, Comagic,140000,NaN,руб.,hh.ru
164,Python Developer,https://korolev.hh.ru/vacancy/36896794?query=python, Sphere Consulting,NaN,NaN,NaN,hh.ru
165,"FullStack Developer (Python, JS)",https://korolev.hh.ru/vacancy/37030410?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
166,Python Developer,https://korolev.hh.ru/vacancy/36752075?query=python, Cloud Linux,NaN,NaN,NaN,hh.ru
167,Junior Data Engineer,https://korolev.hh.ru/vacancy/35378576?query=python, Plarium,NaN,NaN,NaN,hh.ru
168,Backend разработчик (GO),https://korolev.hh.ru/vacancy/36880022?query=python,ООО ЮНИМ,NaN,NaN,NaN,hh.ru
169,Ведущий специалист по машинному обучению,https://korolev.hh.ru/vacancy/36904926?query=python,ООО Энтел-Транспорт,150000,NaN,руб.,hh.ru
170,"Data Scientist / Machine Learning Engineer (удаленно, г. Краснодар)",https://korolev.hh.ru/vacancy/36916535?query=python,ООО ПРОФИТКЛИКС,130000,NaN,руб.,hh.ru
171,Аналитик,https://korolev.hh.ru/vacancy/36202551?query=python, Студия Кефир,NaN,NaN,NaN,hh.ru
172,DevOps engineer,https://korolev.hh.ru/vacancy/35219728?query=python, B2Broker,120000,170000,руб.,hh.ru
173,Программист по созданию и ведению обучающего курса по Python,https://korolev.hh.ru/vacancy/36906276?query=python," Profi-internet, школа востребованных интернет-профессий",150000,NaN,руб.,hh.ru
174,Cтажёр-разработчик автоматизированных тестов,https://korolev.hh.ru/vacancy/21015438?query=python, a1qa,NaN,NaN,NaN,hh.ru
175,Python/Django разработчик (part time),https://korolev.hh.ru/vacancy/36860082?query=python,ООО Интернет Лид,,,,hh.ru
176,Специалист Управления по работе с данными,https://korolev.hh.ru/vacancy/36661525?query=python, АЛЬФА-БАНК,NaN,NaN,NaN,hh.ru
177,Python Junior/Middle Backend Developer,https://korolev.hh.ru/vacancy/37033518?query=python, AxisPoint Consulting,NaN,NaN,NaN,hh.ru
178,Бэкенд-разработчик,https://korolev.hh.ru/vacancy/33632674?query=python, FunBox,NaN,NaN,NaN,hh.ru
179,Python/Go Developer,https://korolev.hh.ru/vacancy/34567979?query=python, ДомКлик,NaN,NaN,NaN,hh.ru
180,DevOps,https://korolev.hh.ru/vacancy/36108163?query=python, Группа Компаний MVS,150000,180000,руб.,hh.ru
181,Senior iOS Developer,https://korolev.hh.ru/vacancy/36544967?query=python, AppQuantum,250000,300000,руб.,hh.ru
182,Бэкенд-разработчик,https://korolev.hh.ru/vacancy/33669042?query=python, FunBox,NaN,NaN,NaN,hh.ru
183,Программист для создания и ведения обучающего курса по Python,https://korolev.hh.ru/vacancy/36924386?query=python," Profi-internet, школа востребованных интернет-профессий",1800,NaN,USD,hh.ru
184,Data Scientist,https://korolev.hh.ru/vacancy/37045181?query=python,ООО WhyHappen,NaN,NaN,NaN,hh.ru
185,Бэкенд-разработчик,https://korolev.hh.ru/vacancy/33632677?query=python, FunBox,NaN,NaN,NaN,hh.ru
186,Разработчик / Инженер-программист (Python),https://korolev.hh.ru/vacancy/36886946?query=python, NGENIX,NaN,230000,руб.,hh.ru
187,Программист C++,https://korolev.hh.ru/vacancy/36876458?query=python,ЗАО НОРСИ-ТРАНС,NaN,NaN,NaN,hh.ru
188,Web-разработчик,https://korolev.hh.ru/vacancy/36755908?query=python,ООО ПА Сибпромстрой,100000,NaN,руб.,hh.ru
189,Инженер-программист (full stack),https://korolev.hh.ru/vacancy/37014924?query=python,ООО МСН Телеком,150000,NaN,руб.,hh.ru
190,Эксперт по аналитике,https://korolev.hh.ru/vacancy/36447272?query=python, Билайн,NaN,NaN,NaN,hh.ru
191,QA automation engineer (Python),https://korolev.hh.ru/vacancy/36782262?query=python, Luxoft,NaN,NaN,NaN,hh.ru
192,Тестировщик ПО,https://korolev.hh.ru/vacancy/35682116?query=python, Comagic,NaN,NaN,NaN,hh.ru
193,Cистемный администратор (инфрастуктура) Linux,https://korolev.hh.ru/vacancy/36731423?query=python,ООО white.talents,NaN,3500,USD,hh.ru
194,Senior Python Developer,https://korolev.hh.ru/vacancy/36890836?query=python,Иностр. п. Admitad,NaN,NaN,NaN,hh.ru
195,Fullstack / backend NodeJS в игровой проект,https://korolev.hh.ru/vacancy/36719452?query=python, Силиз,150000,NaN,руб.,hh.ru
196,Системный администратор Linux,https://korolev.hh.ru/vacancy/37059803?query=python, МойСклад,140000,170000,руб.,hh.ru
197,Scala/Java Developer,https://korolev.hh.ru/vacancy/36870062?query=python,ООО Альтуэра Лабс,120000,170000,руб.,hh.ru
198,Middle/Senior data scientist (fraud prevention),https://korolev.hh.ru/vacancy/36991107?query=python,ООО КИБЕРТОНИКА,140000,220000,руб.,hh.ru
199,Аналитик,https://korolev.hh.ru/vacancy/35127995?query=python, Студия Кефир,NaN,NaN,NaN,hh.ru
200,Data Analyst (BI),https://korolev.hh.ru/vacancy/36841087?query=python, Exness,NaN,NaN,NaN,hh.ru
201,Marketing Analyst,https://korolev.hh.ru/vacancy/36872358?query=python," Wargaming, Saint Petersburg (Lesta Studio)",NaN,NaN,NaN,hh.ru
202,Специалист по работе с базами данных/ Аналитик,https://korolev.hh.ru/vacancy/36902096?query=python,ООО Лектера Рус,,,,hh.ru
203,Android Mobile Developer / Мобильный разработчик под андройд,https://korolev.hh.ru/vacancy/36892307?query=python, Really,,,,hh.ru
204,Python Developer,https://korolev.hh.ru/vacancy/36752074?query=python, Cloud Linux,NaN,NaN,NaN,hh.ru
205,DevOps engineer,https://korolev.hh.ru/vacancy/35219728?query=python, B2Broker,120000,170000,руб.,hh.ru
206,Сборщик ПО (мейнтейнер),https://korolev.hh.ru/vacancy/37029237?query=python,ООО НТЦ ИТ Роса,,,,hh.ru
207,Доцент (анализ данных и машинное обучение),https://korolev.hh.ru/vacancy/36887904?query=python," Финансовый университет, Финуниверситет",100000,250000,руб.,hh.ru
208,DevOps Engineer,https://korolev.hh.ru/vacancy/36990985?query=python,ООО Медицинские Скрининг Системы,100000,200000,руб.,hh.ru
209,Data Scientist,https://korolev.hh.ru/vacancy/36717854?query=python, RoadAR,NaN,NaN,NaN,hh.ru
210,Cистемный администратор (инфрастуктура) Linux,https://korolev.hh.ru/vacancy/36731423?query=python,ООО white.talents,NaN,3500,USD,hh.ru
211,Программист Go,https://korolev.hh.ru/vacancy/37018872?query=python,ООО Прикладные технологии,,,,hh.ru
212,Senior iOS Developer,https://korolev.hh.ru/vacancy/36544967?query=python, AppQuantum,250000,300000,руб.,hh.ru
213,Системный администратор Linux,https://korolev.hh.ru/vacancy/36319808?query=python, Comagic,140000,NaN,руб.,hh.ru
214,Frontend разработчик Vue.js (part time),https://korolev.hh.ru/vacancy/36787458?query=python,ООО Интернет Лид,,,,hh.ru
